CNT,STIDSTD,BirthYear,Gender,Repeat01,Repeat02,Repeat03,LateForSchool,SkipWholeDay,SkipClasses
Israel,00001,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00002,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00003,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00004,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00005,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00006,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00007,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00008,1996,Female,never,never,never,None,None,None
Israel,00009,1996,Female,never,never,never,None,None,None
Israel,00010,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00011,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00012,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00013,1996,Female,never,never,never,None,None,None
Israel,00014,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00015,1996,Female,never,never,never,Fiveormoretimes,Oneortwotimes,None
Israel,00016,1996,Female,never,never,never,None,None,None
Israel,00017,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00018,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00019,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00020,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00021,1996,Female,never,never,NA,None,None,None
Israel,00022,1996,Female,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00023,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00024,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00025,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00026,1996,Female,never,NA,NA,Threeorfourtimes,None,None
Israel,00027,1996,Female,never,never,never,None,None,None
Israel,00028,1996,Female,once,never,never,Oneortwotimes,None,None
Israel,00029,1996,Female,never,never,never,None,None,None
Israel,00030,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00031,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00032,1996,Female,never,never,never,None,None,None
Israel,00033,1996,Male,never,never,never,None,Oneortwotimes,Fiveormoretimes
Israel,00034,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00035,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00036,1996,Male,never,never,never,Fiveormoretimes,None,None
Israel,00037,1996,Male,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00038,1996,Female,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00039,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00040,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00041,1996,Female,never,never,never,None,None,None
Israel,00042,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00043,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00044,1996,Male,never,never,NA,None,Oneortwotimes,None
Israel,00045,1996,Female,never,never,never,Threeorfourtimes,None,Threeorfourtimes
Israel,00046,1996,Male,never,never,never,Oneortwotimes,Threeorfourtimes,Fiveormoretimes
Israel,00047,1996,Male,never,never,never,None,None,None
Israel,00048,1996,Male,never,never,never,None,None,None
Israel,00049,1996,Female,never,never,never,None,None,None
Israel,00050,1996,Male,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00051,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00052,1996,Female,never,never,never,None,None,None
Israel,00053,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00054,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00055,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00056,1996,Female,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00057,1996,Female,never,never,never,None,None,None
Israel,00058,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00059,1996,Female,never,never,never,None,Threeorfourtimes,Oneortwotimes
Israel,00060,1996,Male,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00061,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00062,1996,Male,never,never,never,None,None,None
Israel,00063,1996,Male,never,never,never,None,None,None
Israel,00064,1996,Male,never,never,never,None,None,None
Israel,00065,1996,Male,never,never,never,None,None,None
Israel,00066,1996,Male,never,never,never,Oneortwotimes,Fiveormoretimes,Fiveormoretimes
Israel,00067,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00068,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00069,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00070,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00071,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,Threeorfourtimes
Israel,00072,1996,Male,never,never,never,Threeorfourtimes,None,None
Israel,00073,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00074,1996,Male,never,never,never,Threeorfourtimes,None,None
Israel,00075,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00076,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00077,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00078,1996,Male,never,never,never,None,None,None
Israel,00079,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00080,1996,Male,never,never,never,None,None,None
Israel,00081,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00082,1996,Female,never,never,never,None,None,None
Israel,00083,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00084,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00085,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00086,1996,Male,never,never,never,None,Oneortwotimes,Threeorfourtimes
Israel,00087,1996,Male,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00088,1996,Female,never,never,never,Threeorfourtimes,Fiveormoretimes,Fiveormoretimes
Israel,00089,1996,Male,never,never,never,Fiveormoretimes,None,None
Israel,00090,1996,Female,never,never,never,None,None,None
Israel,00091,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00092,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00093,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,Threeorfourtimes
Israel,00094,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00095,1996,Male,never,never,never,None,None,None
Israel,00096,1996,Male,never,never,never,Fiveormoretimes,None,None
Israel,00097,1996,Male,never,never,never,None,None,None
Israel,00098,1996,Female,never,never,never,None,None,None
Israel,00099,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00100,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00101,1996,Male,never,never,never,None,None,None
Israel,00102,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00103,1996,Female,never,never,NA,None,None,None
Israel,00104,1996,Male,never,never,never,None,None,None
Israel,00105,1996,Male,never,never,never,None,None,None
Israel,00106,1996,Female,never,never,never,None,None,None
Israel,00107,1996,Male,never,never,never,Fiveormoretimes,None,None
Israel,00108,1996,Female,never,never,never,None,None,None
Israel,00109,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00110,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00111,1996,Male,never,never,never,None,None,None
Israel,00112,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00113,1996,Male,never,never,never,None,None,None
Israel,00114,1996,Male,never,never,never,None,None,None
Israel,00115,1996,Male,never,never,never,None,None,None
Israel,00116,1996,Male,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00117,1996,Male,never,never,never,Fiveormoretimes,Oneortwotimes,Oneortwotimes
Israel,00118,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00119,1996,Female,never,never,never,None,None,None
Israel,00120,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00121,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00122,1996,Female,never,never,never,None,None,None
Israel,00123,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00124,1996,Female,never,never,never,None,None,None
Israel,00125,1996,Female,never,never,never,None,None,None
Israel,00126,1996,Female,never,never,never,None,None,None
Israel,00127,1996,Female,never,never,never,None,None,None
Israel,00128,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00129,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00130,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00131,1996,Male,never,never,never,Threeorfourtimes,Oneortwotimes,Fiveormoretimes
Israel,00132,1996,Female,once,NA,NA,Oneortwotimes,Oneortwotimes,None
Israel,00133,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00134,1996,Male,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00135,1996,Male,never,never,never,Oneortwotimes,None,Fiveormoretimes
Israel,00136,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00137,1996,Male,never,never,never,Oneortwotimes,None,Threeorfourtimes
Israel,00138,1996,Male,never,never,never,None,None,None
Israel,00139,1996,Male,NA,never,NA,None,None,None
Israel,00140,1996,Female,NA,NA,NA,None,None,None
Israel,00141,1996,Female,never,NA,NA,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00142,1996,Female,NA,NA,NA,Oneortwotimes,Oneortwotimes,None
Israel,00143,1996,Male,NA,NA,NA,NA,NA,NA
Israel,00144,1996,Male,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00145,1996,Male,never,never,never,None,None,Fiveormoretimes
Israel,00146,1996,Male,never,never,never,None,None,None
Israel,00147,1996,Male,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00148,1996,Female,never,never,never,None,None,None
Israel,00149,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00150,1996,Female,never,never,never,Threeorfourtimes,None,Threeorfourtimes
Israel,00151,1996,Female,NA,NA,NA,None,Oneortwotimes,None
Israel,00152,1996,Male,never,NA,never,Oneortwotimes,Threeorfourtimes,None
Israel,00153,1996,Male,NA,NA,NA,None,Oneortwotimes,Oneortwotimes
Israel,00154,1996,Female,never,NA,never,None,None,None
Israel,00155,1996,Male,never,never,never,None,None,None
Israel,00156,1996,Male,NA,never,never,Oneortwotimes,None,None
Israel,00157,1996,Female,NA,NA,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00158,1996,Female,never,never,never,None,None,None
Israel,00159,1996,Female,NA,NA,NA,None,Oneortwotimes,None
Israel,00160,1996,Male,never,NA,NA,Oneortwotimes,None,None
Israel,00161,1996,Female,never,never,never,None,Threeorfourtimes,None
Israel,00162,1996,Female,never,never,never,None,None,None
Israel,00163,1996,Female,NA,NA,NA,None,None,None
Israel,00164,1996,Female,NA,NA,never,None,Oneortwotimes,None
Israel,00165,1996,Male,NA,NA,never,Fiveormoretimes,Threeorfourtimes,Fiveormoretimes
Israel,00166,1996,Female,never,never,never,None,None,None
Israel,00167,1996,Female,NA,NA,NA,None,Oneortwotimes,None
Israel,00168,1996,Female,never,never,never,None,None,None
Israel,00169,1996,Female,never,NA,never,None,None,Oneortwotimes
Israel,00170,1996,Female,NA,never,never,None,None,None
Israel,00171,1996,Female,NA,once,NA,None,None,None
Israel,00172,1996,Male,NA,NA,NA,Oneortwotimes,Threeorfourtimes,None
Israel,00173,1996,Female,NA,NA,NA,Oneortwotimes,None,None
Israel,00174,1996,Male,never,never,never,Fiveormoretimes,Fiveormoretimes,Oneortwotimes
Israel,00175,1996,Male,NA,never,never,None,None,None
Israel,00176,1996,Male,never,NA,NA,None,None,None
Israel,00177,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00178,1996,Female,never,never,never,None,None,None
Israel,00179,1996,Female,never,never,never,None,None,None
Israel,00180,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00181,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00182,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00183,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00184,1996,Female,never,never,never,None,None,None
Israel,00185,1996,Female,never,never,NA,None,None,None
Israel,00186,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00187,1996,Female,never,never,never,Fiveormoretimes,NA,Oneortwotimes
Israel,00188,1996,Female,never,never,NA,Oneortwotimes,None,Oneortwotimes
Israel,00189,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00190,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00191,1996,Female,never,never,NA,None,None,None
Israel,00192,1996,Female,never,never,never,None,None,None
Israel,00193,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00194,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00195,1996,Female,NA,NA,NA,Fiveormoretimes,None,Oneortwotimes
Israel,00196,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00197,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00198,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00199,1996,Female,never,never,NA,Threeorfourtimes,None,None
Israel,00200,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00201,1996,Female,never,never,never,Fiveormoretimes,Oneortwotimes,None
Israel,00202,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00203,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00204,1996,Female,never,never,never,None,None,None
Israel,00205,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00206,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00207,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00208,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00209,1996,Female,never,never,never,None,None,None
Israel,00210,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00211,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00212,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00213,1996,Female,never,never,never,None,None,None
Israel,00214,1996,Female,never,never,never,None,None,None
Israel,00215,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00216,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00217,1996,Female,never,never,never,None,None,None
Israel,00218,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00219,1996,Female,never,never,never,None,None,None
Israel,00220,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00221,1996,Female,never,never,never,None,None,None
Israel,00222,1996,Female,NA,NA,NA,NA,NA,NA
Israel,00223,1996,Female,never,never,never,None,None,None
Israel,00224,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00225,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00226,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00227,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00228,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00229,1996,Female,never,NA,NA,Oneortwotimes,Oneortwotimes,Threeorfourtimes
Israel,00230,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00231,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00232,1996,Female,never,never,never,None,NA,None
Israel,00233,1996,Female,never,never,NA,Threeorfourtimes,None,Oneortwotimes
Israel,00234,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00235,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00236,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00237,1996,Female,NA,NA,NA,Threeorfourtimes,None,None
Israel,00238,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00239,1996,Female,never,never,never,None,None,None
Israel,00240,1996,Female,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00241,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00242,1996,Female,NA,NA,NA,None,NA,NA
Israel,00243,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00244,1996,Female,never,never,NA,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00245,1996,Female,never,never,never,Oneortwotimes,None,Threeorfourtimes
Israel,00246,1996,Female,never,never,NA,Threeorfourtimes,Oneortwotimes,NA
Israel,00247,1996,Female,never,never,never,None,None,None
Israel,00248,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00249,1996,Female,never,never,NA,None,None,None
Israel,00250,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00251,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00252,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00253,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00254,1996,Female,never,never,NA,Threeorfourtimes,None,Threeorfourtimes
Israel,00255,1996,Female,never,never,never,Fiveormoretimes,None,None
Israel,00256,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00257,1996,Female,NA,NA,NA,None,Oneortwotimes,None
Israel,00258,1996,Female,never,never,NA,Oneortwotimes,None,None
Israel,00259,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00260,1996,Male,never,never,NA,None,None,None
Israel,00261,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00262,1996,Female,never,never,never,Oneortwotimes,Threeorfourtimes,Oneortwotimes
Israel,00263,1996,Male,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00264,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00265,1996,Female,never,never,never,None,None,None
Israel,00266,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00267,1996,Male,never,never,never,None,None,None
Israel,00268,1996,Male,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00269,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00270,1996,Male,never,never,never,None,None,None
Israel,00271,1996,Female,NA,NA,NA,Fiveormoretimes,None,None
Israel,00272,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,Oneortwotimes
Israel,00273,1996,Female,never,never,never,None,None,None
Israel,00274,1996,Female,never,never,never,None,None,None
Israel,00275,1996,Male,once,NA,NA,Oneortwotimes,None,None
Israel,00276,1996,Female,never,never,never,Oneortwotimes,Threeorfourtimes,Oneortwotimes
Israel,00277,1996,Female,never,never,never,None,None,None
Israel,00278,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00279,1996,Male,never,never,never,None,None,None
Israel,00280,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00281,1996,Male,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00282,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00283,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00284,1996,Female,never,never,never,Threeorfourtimes,Fiveormoretimes,Oneortwotimes
Israel,00285,1996,Male,never,never,never,None,None,None
Israel,00286,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00287,1996,Female,never,NA,NA,None,None,None
Israel,00288,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00289,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00290,1996,Female,never,never,never,None,None,None
Israel,00291,1996,Male,never,never,never,None,None,None
Israel,00292,1996,Male,never,never,never,Fiveormoretimes,Threeorfourtimes,None
Israel,00293,1996,Male,never,never,never,None,None,None
Israel,00294,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00295,1996,Female,once,NA,NA,None,None,None
Israel,00296,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00297,1996,Male,never,never,never,None,None,None
Israel,00298,1996,Male,never,never,never,Oneortwotimes,Threeorfourtimes,None
Israel,00299,1996,Female,never,never,never,None,None,None
Israel,00300,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00301,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00302,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00303,1996,Female,never,never,never,Threeorfourtimes,Oneortwotimes,None
Israel,00304,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00305,1996,Male,never,never,never,None,None,None
Israel,00306,1996,Male,never,never,NA,Fiveormoretimes,Fiveormoretimes,None
Israel,00307,1996,Female,never,never,never,Fiveormoretimes,Threeorfourtimes,None
Israel,00308,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00309,1996,Female,never,never,never,None,Threeorfourtimes,Oneortwotimes
Israel,00310,1996,Female,never,never,never,None,None,None
Israel,00311,1996,Male,never,never,never,None,None,None
Israel,00312,1996,Male,NA,NA,NA,NA,NA,NA
Israel,00313,1996,Male,never,never,never,Fiveormoretimes,Threeorfourtimes,Oneortwotimes
Israel,00314,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00315,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00316,1996,Male,never,never,never,Fiveormoretimes,None,Oneortwotimes
Israel,00317,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00318,1996,Male,once,never,never,None,None,None
Israel,00319,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00320,1996,Male,never,never,never,None,None,None
Israel,00321,1996,Female,never,never,never,None,None,None
Israel,00322,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00323,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00324,1996,Male,never,never,never,None,None,None
Israel,00325,1996,Female,never,never,never,None,None,None
Israel,00326,1996,Male,once,NA,NA,Threeorfourtimes,Oneortwotimes,None
Israel,00327,1996,Male,never,never,never,Fiveormoretimes,Oneortwotimes,None
Israel,00328,1996,Male,NA,NA,never,None,Oneortwotimes,Oneortwotimes
Israel,00329,1996,Male,never,never,never,None,Threeorfourtimes,None
Israel,00330,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00331,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00332,1996,Male,never,never,never,None,Threeorfourtimes,None
Israel,00333,1996,Male,never,never,never,Threeorfourtimes,None,Fiveormoretimes
Israel,00334,1996,Male,NA,never,never,NA,Fiveormoretimes,Fiveormoretimes
Israel,00335,1996,Female,never,never,never,None,None,None
Israel,00336,1996,Male,never,never,never,Oneortwotimes,None,None
Israel,00337,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00338,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00339,1996,Male,NA,never,never,Oneortwotimes,None,None
Israel,00340,1996,Female,NA,NA,NA,Oneortwotimes,None,None
Israel,00341,1996,Male,never,never,never,None,None,None
Israel,00342,1996,Female,never,never,never,None,None,None
Israel,00343,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00344,1996,Female,NA,NA,NA,Fiveormoretimes,Oneortwotimes,Threeorfourtimes
Israel,00345,1996,Female,never,NA,NA,Oneortwotimes,None,None
Israel,00346,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00347,1996,Male,never,never,NA,None,None,Oneortwotimes
Israel,00348,1996,Female,never,NA,NA,None,Oneortwotimes,None
Israel,00349,1996,Female,never,NA,NA,None,None,None
Israel,00350,1996,Male,never,NA,NA,None,None,None
Israel,00351,1996,Male,never,never,never,None,None,None
Israel,00352,1996,Male,NA,NA,never,Oneortwotimes,Oneortwotimes,None
Israel,00353,1996,Male,NA,NA,NA,Fiveormoretimes,Oneortwotimes,Threeorfourtimes
Israel,00354,1996,Male,never,NA,NA,Oneortwotimes,Oneortwotimes,Threeorfourtimes
Israel,00355,1996,Female,never,NA,NA,None,None,None
Israel,00356,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00357,1996,Female,never,never,NA,None,None,None
Israel,00358,1996,Female,never,never,never,None,None,None
Israel,00359,1996,Female,NA,never,never,Oneortwotimes,Threeorfourtimes,Oneortwotimes
Israel,00360,1996,Female,NA,NA,NA,Fiveormoretimes,Oneortwotimes,Oneortwotimes
Israel,00361,1996,Female,never,never,NA,Fiveormoretimes,Oneortwotimes,Oneortwotimes
Israel,00362,1996,Male,NA,NA,NA,None,None,Oneortwotimes
Israel,00363,1996,Female,never,NA,NA,Oneortwotimes,Oneortwotimes,None
Israel,00364,1996,Female,NA,NA,NA,None,Oneortwotimes,None
Israel,00365,1996,Male,never,never,never,None,None,None
Israel,00366,1996,Female,NA,NA,NA,None,None,Oneortwotimes
Israel,00367,1996,Female,never,NA,NA,None,Oneortwotimes,None
Israel,00368,1996,Female,NA,never,never,None,None,None
Israel,00369,1996,Female,never,never,never,Fiveormoretimes,Oneortwotimes,Oneortwotimes
Israel,00370,1996,Female,never,never,never,Oneortwotimes,Fiveormoretimes,Oneortwotimes
Israel,00371,1996,Male,never,never,never,Fiveormoretimes,Threeorfourtimes,Fiveormoretimes
Israel,00372,1996,Male,NA,NA,NA,None,Oneortwotimes,None
Israel,00373,1996,Male,never,never,never,None,None,None
Israel,00374,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00375,1996,Female,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00376,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00377,1996,Female,never,never,never,None,Oneortwotimes,Oneortwotimes
Israel,00378,1996,Male,never,never,never,None,None,None
Israel,00379,1996,Male,never,never,never,Threeorfourtimes,Oneortwotimes,Fiveormoretimes
Israel,00380,1996,Female,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00381,1996,Male,never,never,never,Fiveormoretimes,Oneortwotimes,Threeorfourtimes
Israel,00382,1996,Male,never,never,never,None,None,Threeorfourtimes
Israel,00383,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00384,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00385,1996,Male,never,never,never,None,Oneortwotimes,None
Israel,00386,1996,Male,never,never,never,None,None,None
Israel,00387,1996,Female,never,never,never,Threeorfourtimes,None,None
Israel,00388,1996,Female,never,never,never,Oneortwotimes,Oneortwotimes,None
Israel,00389,1996,Female,never,never,never,None,Oneortwotimes,None
Israel,00390,1996,Male,never,never,never,None,None,None
Israel,00391,1996,Male,never,never,NA,None,None,Oneortwotimes
Israel,00392,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00393,1996,Male,never,never,never,None,None,None
Israel,00394,1996,Female,never,never,never,None,None,Oneortwotimes
Israel,00395,1996,Female,never,never,never,Oneortwotimes,None,Threeorfourtimes
Israel,00396,1996,Male,never,never,never,None,None,None
Israel,00397,1996,Female,never,never,never,Oneortwotimes,None,None
Israel,00398,1996,Male,never,never,never,None,None,None
Israel,00399,1996,Male,never,never,never,Threeorfourtimes,Oneortwotimes,Oneortwotimes
Israel,00400,1996,Male,NA,NA,NA,NA,NA,NA
Israel,00401,1996,Male,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00402,1996,Male,never,never,never,Threeorfourtimes,None,Oneortwotimes
Israel,00403,1996,Male,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00404,1996,Male,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00405,1996,Male,never,never,never,Fiveormoretimes,Oneortwotimes,Oneortwotimes
Israel,00406,1996,Male,never,never,never,Oneortwotimes,None,Oneortwotimes
Israel,00407,1996,Male,never,never,never,Oneortwotimes,None,Threeorfourtimes
Israel,00408,1996,Male,never,never,never,Fiveormoretimes,None,Threeorfourtimes
Israel,00409,1996,Male,never,never,never,Threeorfourtimes,None,Threeorfourtimes
Israel,00410,1996,Male,never,never,never,None,None,Oneortwotimes
Israel,00411,1996,Male,never,never,never,None,None,None
Israel,00412,1996,Male,never,never,never,Oneortwotimes,None,Oneortwotimes
